pid,time,event
36,0.117650534193294,PLAYER_LOGOUT
11,0.118653786085389,PLAYER_LOGIN
102,0.120193128007032,PLAYER_LOGIN
81,0.12571722824828,PLAYER_LOGIN
5,0.126056219233541,PLAYER_LOGIN
108,0.126089634059231,PLAYER_LOGOUT
113,0.126324829233291,PLAYER_LOGIN
73,0.127545035355953,PLAYER_LOGIN
65,0.127915826924117,PLAYER_LOGOUT
78,0.128090165145108,PLAYER_LOGIN
106,0.12903933990384,PLAYER_LOGIN
76,0.129962041080865,PLAYER_LOGIN
75,0.130442924007099,PLAYER_LOGOUT
49,0.131711718837648,PLAYER_LOGIN
73,0.131773867184946,PLAYER_LOGOUT
88,0.13554715969946,PLAYER_LOGIN
88,0.135607532379693,PLAYER_LOGOUT
48,0.138269580159665,PLAYER_LOGIN
92,0.138405015129491,PLAYER_LOGOUT
108,0.141020249868641,PLAYER_LOGIN
10,0.141138573864925,PLAYER_LOGOUT
76,0.141913571826943,PLAYER_LOGOUT
65,0.143722492294008,PLAYER_LOGIN
48,0.144003370538939,PLAYER_LOGIN
48,0.144010957480038,PLAYER_LOGOUT
108,0.156879378129109,PLAYER_LOGOUT
101,0.157631615267831,PLAYER_LOGIN
101,0.157765758843427,PLAYER_LOGOUT
101,0.157785775453986,PLAYER_LOGIN
51,0.157814831824151,PLAYER_LOGIN
42,0.158226948007661,PLAYER_LOGOUT
90,0.159214864593279,PLAYER_LOGOUT
22,0.159664754058005,PLAYER_LOGOUT
102,0.159839092278996,PLAYER_LOGOUT
91,0.16008865421386,PLAYER_LOGOUT
113,0.160275260680032,PLAYER_LOGOUT
113,0.162425109223703,PLAYER_LOGIN
36,0.166202437345184,PLAYER_LOGIN
73,0.168205874068077,PLAYER_LOGIN
80,0.168662543352508,PLAYER_LOGIN
0,0.169810269974035,PLAYER_LOGIN
5,0.170553790201708,PLAYER_LOGOUT
75,0.17061045012353,PLAYER_LOGIN
10,0.170919254768675,PLAYER_LOGIN
54,0.171012558001761,PLAYER_LOGIN
89,0.171035480249336,PLAYER_LOGIN
22,0.171773996324369,PLAYER_LOGIN
22,0.171805312634436,PLAYER_LOGOUT
25,0.172067465663038,PLAYER_LOGIN
25,0.172320256083476,PLAYER_LOGOUT
102,0.172369329064199,PLAYER_LOGIN
7,0.172410815103824,PLAYER_LOGOUT
36,0.173885910162546,PLAYER_LOGOUT
114,0.174870921111148,PLAYER_LOGIN
7,0.183473705195683,PLAYER_LOGIN
30,0.184701659683721,PLAYER_LOGIN
30,0.184707470957754,PLAYER_LOGOUT
16,0.184846941534548,PLAYER_LOGIN
105,0.185505552591626,PLAYER_LOGIN
68,0.185612092615566,PLAYER_LOGIN
68,0.185886513889348,PLAYER_LOGOUT
35,0.186345281689402,PLAYER_LOGOUT
76,0.186380310757879,PLAYER_LOGIN
43,0.186801950973832,PLAYER_LOGIN
53,0.188605060166864,PLAYER_LOGIN
110,0.188798607877021,PLAYER_LOGIN
49,0.188971331855225,PLAYER_LOGOUT
8,0.189610410574582,PLAYER_LOGOUT
86,0.194180331904459,PLAYER_LOGIN
107,0.195006985635661,PLAYER_LOGIN
83,0.196634142364914,PLAYER_LOGIN
16,0.197553292207808,PLAYER_LOGOUT
68,0.197767340801359,PLAYER_LOGIN
57,0.198803684670586,PLAYER_LOGIN
52,0.199559150294882,PLAYER_LOGIN
49,0.199791439831925,PLAYER_LOGIN
2,0.199849713996534,PLAYER_LOGIN
86,0.200849575978776,PLAYER_LOGOUT
16,0.201951458105153,PLAYER_LOGIN
26,0.202409903056649,PLAYER_LOGIN
83,0.203243498031834,PLAYER_LOGOUT
71,0.207859586705419,PLAYER_LOGIN
16,0.207974359367572,PLAYER_LOGOUT
80,0.209254131049072,PLAYER_LOGOUT
85,0.2103101686803,PLAYER_LOGOUT
75,0.210483861204177,PLAYER_LOGOUT
80,0.21080396554883,PLAYER_LOGIN
116,0.212101816749545,PLAYER_LOGIN
7,0.21244032346197,PLAYER_LOGOUT
80,0.216148400567891,PLAYER_LOGOUT
56,0.222349029961153,PLAYER_LOGOUT
76,0.223499339371139,PLAYER_LOGOUT
16,0.223810888229022,PLAYER_LOGIN
74,0.224268041786289,PLAYER_LOGIN
12,0.225303094261286,PLAYER_LOGIN
25,0.225467747025556,PLAYER_LOGIN
41,0.226726856399383,PLAYER_LOGIN
79,0.227226303117668,PLAYER_LOGIN
83,0.235140774077844,PLAYER_LOGIN
31,0.235252479678701,PLAYER_LOGOUT
14,0.238475476827141,PLAYER_LOGIN
80,0.239413351886364,PLAYER_LOGIN
76,0.239489866994466,PLAYER_LOGIN
55,0.240325237636716,PLAYER_LOGIN
79,0.240639530707337,PLAYER_LOGOUT
64,0.240751397732473,PLAYER_LOGIN
105,0.24097949023827,PLAYER_LOGOUT
85,0.241090388717734,PLAYER_LOGIN
76,0.24148200401785,PLAYER_LOGOUT
104,0.241981450736135,PLAYER_LOGIN
52,0.242697690260708,PLAYER_LOGOUT
69,0.242843456384371,PLAYER_LOGIN
107,0.243962610908568,PLAYER_LOGOUT
3,0.244326461232749,PLAYER_LOGOUT
56,0.244344702176241,PLAYER_LOGIN
111,0.249826509256472,PLAYER_LOGOUT
26,0.252302757691665,PLAYER_LOGOUT
80,0.253868088922178,PLAYER_LOGOUT
39,0.255208233283911,PLAYER_LOGOUT
90,0.255856190338595,PLAYER_LOGIN
99,0.257057186972092,PLAYER_LOGIN
66,0.259095491339184,PLAYER_LOGOUT
50,0.264519508527641,PLAYER_LOGIN
99,0.264633151219843,PLAYER_LOGOUT
33,0.265249469115903,PLAYER_LOGIN
86,0.265487731351258,PLAYER_LOGIN
26,0.265933585209016,PLAYER_LOGIN
33,0.26616700471601,PLAYER_LOGOUT
78,0.267552670724335,PLAYER_LOGOUT
51,0.268994835230203,PLAYER_LOGOUT
112,0.269546260566228,PLAYER_LOGIN
99,0.270658958119278,PLAYER_LOGIN
41,0.271398604164262,PLAYER_LOGOUT
78,0.272171019337821,PLAYER_LOGIN
87,0.272206532679135,PLAYER_LOGOUT
53,0.273556039649031,PLAYER_LOGOUT
64,0.274438869029219,PLAYER_LOGOUT
98,0.27631139066209,PLAYER_LOGIN
56,0.279525993748038,PLAYER_LOGOUT
86,0.280575090135282,PLAYER_LOGOUT
64,0.281227889918327,PLAYER_LOGIN
51,0.282941247212404,PLAYER_LOGIN
2,0.284262343509251,PLAYER_LOGOUT
91,0.284829911273145,PLAYER_LOGIN
2,0.285255264247509,PLAYER_LOGIN
53,0.285643489637772,PLAYER_LOGIN
114,0.286129215292368,PLAYER_LOGOUT
74,0.293631892917591,PLAYER_LOGOUT
26,0.294636597628193,PLAYER_LOGOUT
3,0.294661134118555,PLAYER_LOGIN
80,0.294918928691632,PLAYER_LOGIN
88,0.295648566431337,PLAYER_LOGIN
14,0.295675040013043,PLAYER_LOGOUT
14,0.295696993714946,PLAYER_LOGIN
31,0.295907329550086,PLAYER_LOGIN
52,0.296199346070247,PLAYER_LOGIN
72,0.296307177488416,PLAYER_LOGIN
14,0.296314603005236,PLAYER_LOGOUT
42,0.296897990348442,PLAYER_LOGIN
8,0.297914963304226,PLAYER_LOGIN
71,0.298722568970541,PLAYER_LOGOUT
97,0.298809576656758,PLAYER_LOGOUT
99,0.298993277485914,PLAYER_LOGOUT
81,0.299286101127468,PLAYER_LOGOUT
51,0.299634616145172,PLAYER_LOGOUT
34,0.299788614907048,PLAYER_LOGIN
79,0.300279506138562,PLAYER_LOGIN
37,0.300560061534935,PLAYER_LOGIN
65,0.304517861999998,PLAYER_LOGOUT
33,0.306745839894558,PLAYER_LOGIN
34,0.308160723697326,PLAYER_LOGOUT
81,0.308317143823382,PLAYER_LOGIN
74,0.308355562801712,PLAYER_LOGIN
4,0.308985440337183,PLAYER_LOGIN
102,0.309324108473887,PLAYER_LOGOUT
25,0.309408533371645,PLAYER_LOGOUT
74,0.310879269974842,PLAYER_LOGOUT
79,0.311012445004766,PLAYER_LOGOUT
25,0.311412454367374,PLAYER_LOGIN
62,0.312988278176002,PLAYER_LOGIN
77,0.313698706426543,PLAYER_LOGIN
19,0.313703710579182,PLAYER_LOGIN
83,0.32066610114361,PLAYER_LOGOUT
4,0.32083947081893,PLAYER_LOGOUT
38,0.321559423101913,PLAYER_LOGIN
71,0.322080339249264,PLAYER_LOGIN
34,0.322224975402976,PLAYER_LOGIN
38,0.322507306466414,PLAYER_LOGOUT
14,0.323077779867325,PLAYER_LOGIN
13,0.323135892607656,PLAYER_LOGOUT
77,0.323511204055624,PLAYER_LOGOUT
14,0.323548493064002,PLAYER_LOGOUT
62,0.323786109602243,PLAYER_LOGOUT
42,0.323990149890514,PLAYER_LOGOUT
42,0.324027277474614,PLAYER_LOGIN
111,0.324753363880188,PLAYER_LOGIN
93,0.325131096692336,PLAYER_LOGIN
41,0.325268953026342,PLAYER_LOGIN
14,0.32537323311038,PLAYER_LOGIN
15,0.32537323311038,PLAYER_LOGIN
13,0.325518514961206,PLAYER_LOGIN
75,0.325811015754202,PLAYER_LOGIN
15,0.325961947454783,PLAYER_LOGOUT
76,0.32597970412544,PLAYER_LOGIN
66,0.326829280104216,PLAYER_LOGIN
97,0.326903535272416,PLAYER_LOGIN
15,0.334128885986839,PLAYER_LOGIN
14,0.33431194111888,PLAYER_LOGOUT
15,0.33431194111888,PLAYER_LOGOUT
14,0.334332280577996,PLAYER_LOGIN
15,0.334332280577996,PLAYER_LOGIN
69,0.335206715895691,PLAYER_LOGOUT
19,0.335898903202738,PLAYER_LOGOUT
99,0.336521193797111,PLAYER_LOGIN
19,0.336794162252385,PLAYER_LOGIN
17,0.337741561344051,PLAYER_LOGIN
73,0.3377874058392,PLAYER_LOGOUT
83,0.337926392143158,PLAYER_LOGIN
50,0.338840214984854,PLAYER_LOGOUT
40,0.338855388867052,PLAYER_LOGOUT
46,0.339992300061906,PLAYER_LOGIN
49,0.340606035169508,PLAYER_LOGOUT
38,0.340764230962629,PLAYER_LOGIN
58,0.34144124438748,PLAYER_LOGOUT
83,0.341635599219029,PLAYER_LOGOUT
90,0.341756990276609,PLAYER_LOGOUT
99,0.341874022878663,PLAYER_LOGOUT
19,0.342523271327577,PLAYER_LOGOUT
50,0.346119481408362,PLAYER_LOGIN
26,0.349605600131076,PLAYER_LOGIN
28,0.349665165689915,PLAYER_LOGIN
37,0.350843401500116,PLAYER_LOGOUT
93,0.351000790171844,PLAYER_LOGOUT
93,0.351011928447074,PLAYER_LOGIN
43,0.351717675393532,PLAYER_LOGOUT
74,0.351861020153014,PLAYER_LOGIN
49,0.353353549033835,PLAYER_LOGIN
21,0.353781000523822,PLAYER_LOGIN
71,0.353832656293004,PLAYER_LOGOUT
115,0.354632997866778,PLAYER_LOGIN
63,0.354699181821043,PLAYER_LOGIN
115,0.35474050643639,PLAYER_LOGOUT
33,0.354951003695809,PLAYER_LOGOUT
106,0.355090797121159,PLAYER_LOGOUT
19,0.355883874602392,PLAYER_LOGIN
105,0.356119069776452,PLAYER_LOGIN
42,0.35830136460014,PLAYER_LOGOUT
110,0.362994614078941,PLAYER_LOGOUT
19,0.363023509024828,PLAYER_LOGOUT
33,0.36314699859803,PLAYER_LOGIN
38,0.363281465022184,PLAYER_LOGOUT
26,0.363657422167266,PLAYER_LOGOUT
42,0.366662335115188,PLAYER_LOGIN
59,0.36827980638772,PLAYER_LOGIN
53,0.36905706428964,PLAYER_LOGOUT
53,0.371011105183253,PLAYER_LOGIN
19,0.377608192604992,PLAYER_LOGIN
60,0.377781239431754,PLAYER_LOGIN
90,0.37878303850534,PLAYER_LOGIN
57,0.379587092837524,PLAYER_LOGOUT
91,0.380459268215317,PLAYER_LOGOUT
29,0.380832158299105,PLAYER_LOGIN
63,0.382175531146411,PLAYER_LOGOUT
72,0.383125835875093,PLAYER_LOGOUT
19,0.383189114192342,PLAYER_LOGOUT
113,0.383470799558666,PLAYER_LOGOUT
87,0.384031426078576,PLAYER_LOGIN
115,0.390382018626748,PLAYER_LOGIN
92,0.392793697350463,PLAYER_LOGIN
107,0.394645879524218,PLAYER_LOGIN
9,0.395747761650596,PLAYER_LOGIN
107,0.39710372559164,PLAYER_LOGIN
107,0.397105178410148,PLAYER_LOGOUT
93,0.397435291060081,PLAYER_LOGOUT
51,0.397486946829264,PLAYER_LOGIN
42,0.398968337434855,PLAYER_LOGOUT
51,0.405743798684554,PLAYER_LOGOUT
115,0.406727841087483,PLAYER_LOGOUT
29,0.407486858045911,PLAYER_LOGOUT
59,0.408059268538166,PLAYER_LOGOUT
75,0.408169682744794,PLAYER_LOGOUT
74,0.408507059487268,PLAYER_LOGOUT
93,0.409404255628259,PLAYER_LOGIN
57,0.409737919612323,PLAYER_LOGIN
104,0.411147637838174,PLAYER_LOGOUT
72,0.411221893006374,PLAYER_LOGIN
68,0.412049031010411,PLAYER_LOGOUT
50,0.412129097452644,PLAYER_LOGOUT
29,0.412910390961532,PLAYER_LOGIN
87,0.413208703028562,PLAYER_LOGOUT
28,0.416781506588935,PLAYER_LOGOUT
71,0.417549724731249,PLAYER_LOGIN
87,0.417956513913562,PLAYER_LOGIN
112,0.418024957807729,PLAYER_LOGOUT
56,0.418566697687032,PLAYER_LOGIN
104,0.418576383143754,PLAYER_LOGIN
86,0.418603502422575,PLAYER_LOGIN
72,0.418972679747952,PLAYER_LOGOUT
68,0.419380276051659,PLAYER_LOGIN
12,0.420081503118313,PLAYER_LOGOUT
60,0.420149624163923,PLAYER_LOGOUT
69,0.420484418117938,PLAYER_LOGIN
101,0.420503789031382,PLAYER_LOGOUT
0,0.420786442943378,PLAYER_LOGOUT
101,0.421193716398527,PLAYER_LOGIN
105,0.422169203314686,PLAYER_LOGOUT
105,0.422353711265235,PLAYER_LOGIN
92,0.424344879742948,PLAYER_LOGOUT
29,0.425449828930621,PLAYER_LOGOUT
27,0.431752478468019,PLAYER_LOGIN
115,0.433249850077201,PLAYER_LOGIN
58,0.433288591904088,PLAYER_LOGIN
57,0.433588033941069,PLAYER_LOGOUT
69,0.43363742977035,PLAYER_LOGOUT
92,0.435119143224498,PLAYER_LOGIN
72,0.43584296969017,PLAYER_LOGIN
27,0.436969226882631,PLAYER_LOGOUT
96,0.437579249231822,PLAYER_LOGIN
96,0.437807664586177,PLAYER_LOGOUT
69,0.437850442020031,PLAYER_LOGIN
96,0.438664020384658,PLAYER_LOGIN
70,0.438766686225908,PLAYER_LOGIN
29,0.438848044062371,PLAYER_LOGIN
8,0.439238690816815,PLAYER_LOGOUT
9,0.439406087793822,PLAYER_LOGOUT
83,0.439656618274358,PLAYER_LOGIN
34,0.440255986621156,PLAYER_LOGOUT
64,0.442579366264424,PLAYER_LOGOUT
62,0.446927006362538,PLAYER_LOGIN
9,0.447274391410291,PLAYER_LOGIN
110,0.448078284318196,PLAYER_LOGIN
0,0.449192111841197,PLAYER_LOGIN
17,0.449292356318267,PLAYER_LOGOUT
64,0.450267197537311,PLAYER_LOGIN
62,0.450338547068495,PLAYER_LOGOUT
47,0.450447669880893,PLAYER_LOGIN
91,0.450635244892738,PLAYER_LOGIN
73,0.451051719531773,PLAYER_LOGIN
106,0.451135175883858,PLAYER_LOGIN
81,0.452465796213148,PLAYER_LOGOUT
61,0.461682476829563,PLAYER_LOGIN
61,0.462716883607445,PLAYER_LOGOUT
12,0.46410997513259,PLAYER_LOGIN
18,0.464333709182862,PLAYER_LOGIN
18,0.465891776320834,PLAYER_LOGOUT
20,0.465957153153706,PLAYER_LOGIN
2,0.466891799727354,PLAYER_LOGOUT
18,0.46748148261743,PLAYER_LOGIN
18,0.467684392935751,PLAYER_LOGOUT
60,0.468241629545809,PLAYER_LOGIN
21,0.468562379587577,PLAYER_LOGOUT
18,0.468691034737698,PLAYER_LOGIN
104,0.469033738481369,PLAYER_LOGOUT
17,0.474529266625288,PLAYER_LOGIN
4,0.475032910374819,PLAYER_LOGIN
18,0.475875060836775,PLAYER_LOGOUT
62,0.475966104129959,PLAYER_LOGIN
45,0.476381125950486,PLAYER_LOGIN
47,0.47727799924292,PLAYER_LOGOUT
7,0.478414910437775,PLAYER_LOGIN
104,0.478558416621535,PLAYER_LOGIN
82,0.478626214818587,PLAYER_LOGOUT
28,0.481035956450958,PLAYER_LOGIN
83,0.481411429323205,PLAYER_LOGOUT
17,0.486446575424284,PLAYER_LOGOUT
61,0.488322971239843,PLAYER_LOGIN
23,0.490414384194626,PLAYER_LOGIN
23,0.492330974655581,PLAYER_LOGOUT
45,0.495243714340368,PLAYER_LOGOUT
72,0.495246458553106,PLAYER_LOGOUT
45,0.49630540182135,PLAYER_LOGIN
20,0.498235874770273,PLAYER_LOGOUT
45,0.503972086513728,PLAYER_LOGOUT
65,0.504651037029922,PLAYER_LOGIN
17,0.506258822845732,PLAYER_LOGIN
109,0.506530015633941,PLAYER_LOGOUT
82,0.506820579335594,PLAYER_LOGIN
72,0.508273397843856,PLAYER_LOGIN
17,0.509662292337755,PLAYER_LOGOUT
32,0.510258916471814,PLAYER_LOGIN
89,0.510597100335682,PLAYER_LOGOUT
70,0.51590343922497,PLAYER_LOGOUT
45,0.515912478984577,PLAYER_LOGIN
109,0.518094450959708,PLAYER_LOGIN
74,0.518265883543683,PLAYER_LOGIN
107,0.51926622979876,PLAYER_LOGOUT
61,0.519566640381413,PLAYER_LOGOUT
9,0.519901757183986,PLAYER_LOGOUT
9,0.519915316823396,PLAYER_LOGIN
89,0.520031542304057,PLAYER_LOGIN
69,0.520506129683423,PLAYER_LOGOUT
89,0.5210510980483,PLAYER_LOGOUT
104,0.521700023648657,PLAYER_LOGOUT
89,0.522724099272703,PLAYER_LOGIN
4,0.523431944734784,PLAYER_LOGOUT
89,0.524274902318133,PLAYER_LOGOUT
23,0.524588872540197,PLAYER_LOGIN
73,0.529308595600704,PLAYER_LOGOUT
65,0.529400607439561,PLAYER_LOGOUT
20,0.530666173784536,PLAYER_LOGIN
101,0.531035189685634,PLAYER_LOGOUT
4,0.531082648423571,PLAYER_LOGIN
61,0.533166151588697,PLAYER_LOGIN
13,0.533170025771386,PLAYER_LOGOUT
45,0.533209897568224,PLAYER_LOGOUT
46,0.53434535594457,PLAYER_LOGOUT
100,0.53434535594457,PLAYER_LOGIN
104,0.536041602265105,PLAYER_LOGIN
46,0.536266789133886,PLAYER_LOGIN
61,0.537669566115753,PLAYER_LOGOUT
44,0.538468616295297,PLAYER_LOGOUT
21,0.542482753833625,PLAYER_LOGIN
61,0.543688593195482,PLAYER_LOGIN
62,0.543936218039002,PLAYER_LOGOUT
21,0.546049746119966,PLAYER_LOGOUT
44,0.548027354958268,PLAYER_LOGIN
107,0.54820653590762,PLAYER_LOGIN
109,0.548796057373417,PLAYER_LOGOUT
27,0.548836090594534,PLAYER_LOGIN
17,0.561543409813466,PLAYER_LOGIN
27,0.562078531297343,PLAYER_LOGOUT
35,0.56254424034138,PLAYER_LOGIN
60,0.564078255261826,PLAYER_LOGOUT
27,0.564794656210678,PLAYER_LOGIN
47,0.574076390811407,PLAYER_LOGIN
98,0.57661462616962,PLAYER_LOGOUT
98,0.578541386360133,PLAYER_LOGIN
59,0.579968215559525,PLAYER_LOGIN
59,0.593617929717483,PLAYER_LOGOUT
24,0.599201434093292,PLAYER_LOGIN
95,0.599625172824868,PLAYER_LOGIN
95,0.603088530724286,PLAYER_LOGOUT
95,0.605224496779989,PLAYER_LOGIN
24,0.638856115276306,PLAYER_LOGOUT
24,0.639061769807364,PLAYER_LOGIN
27,0.642578397718752,PLAYER_LOGOUT
23,0.646527804121323,PLAYER_LOGOUT
59,0.648102336535722,PLAYER_LOGIN
6,0.694774938235035,PLAYER_LOGIN
6,0.69550457597474,PLAYER_LOGOUT
6,0.695616442999877,PLAYER_LOGIN
6,0.714613982086748,PLAYER_LOGOUT
6,0.778141538421803,PLAYER_LOGIN
